RESPOND_ID,EXAMIN_BEGIN_DE_x,TOUR_CTPRVN_NM_x,TOUR_SIGNGU_NM_x,TOUR_BEGIN_DE,TOUR_PD_VALUE_x,TOUR_COM_NMPR_NM_x,COM_ONE_TY,COM_TWO_TY,COM_THREE_TY,COM_FOUR_TY,COM_FIVE_TY,COM_SIX_TY,TOUR_PURPS_NM,SEXDSTN_FLAG_CD_x,AGRDE_FLAG_NM_x,MRRG_AT_NM_x,CHLDRN_TY_NM_x,OCCP_NM_x,HSHLD_INCOME_DGREE_NM_x,EXAMIN_BEGIN_DE_y,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TOUR_CTPRVN_NM_y,TOUR_SIGNGU_NM_y,TOUR_COM_NMPR_NM_y,TOUR_PD_VALUE_y,SEXDSTN_FLAG_CD_y,AGRDE_FLAG_NM_y,MRRG_AT_NM_y,CHLDRN_TY_NM_y,OCCP_NM_y,HSHLD_INCOME_DGREE_NM_y
53339069,20240617,강원도,춘천시,20240323,1박 2일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),자영업,500~700만원 미만,20240617,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,강원도,춘천시,2명,1박 2일,F,50대,기혼,자녀 성인(막내 대학),자영업,500~700만원 미만
53339210,20240617,전라남도,여수시,20240509,3박 4일,2명,배우자,,,,,,식도락 (지역 특색/제철 음식),M,40대,기혼,자녀 성장(막내 중고생),자영업,500~700만원 미만,20240617,40만원 이상,10만원 이상,10만원 이상,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,전라남도,여수시,2명,3박 4일,M,40대,기혼,자녀 성장(막내 중고생),자영업,500~700만원 미만
53339296,20240617,강원도,강릉시,20240418,2박 3일,2명,배우자,,,,,,휴식,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기타/무직,300만원 미만,20240617,10~20만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,강원도,강릉시,2명,2박 3일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기타/무직,300만원 미만
53339464,20240617,경상남도,남해군,20240309,1박 2일,2명,배우자,,,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),M,50대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상,20240617,40만원 이상,10만원 이상,10만원 이상,7~10만원 미만,10만원 이상,10만원 이상,1만원 미만,경상남도,남해군,2명,1박 2일,M,50대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53339654,20240617,경기도,포천시,20240503,2박 3일,3명,배우자,부모/형제/자녀 등 가족,,,,,놀이/테마공원-온천 등 즐기기,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상,20240617,10만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,경기도,포천시,3명,2박 3일,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53339796,20240617,광주시,모름,20240608,1박 2일,2명,배우자,,,,,,도시 경관 감상 (건축물/ 거리 등),M,50대,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만,20240617,30~40만원 미만,1만원 미만,10만원 이상,10만원 이상,1~3만원 미만,1~3만원 미만,5~7만원 미만,광주시,모름,2명,1박 2일,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만
53339998,20240617,충청북도,제천시,20240420,1박 2일,3명,배우자,부모/형제/자녀 등 가족,,,,,휴식,M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,500~700만원 미만,20240617,10~20만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,충청북도,제천시,3명,1박 2일,M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,500~700만원 미만
53340125,20240617,서울시,모름,20240525,2박 3일,혼자서,혼자서,,,,,,문화-예술 즐기기 (미술관/ 공연 등),F,20대,미혼,미혼,사무/기술직,모름,20240617,40만원 이상,1만원 미만,10만원 이상,10만원 이상,1만원 미만,10만원 이상,1만원 미만,서울시,모름,혼자서,2박 3일,F,20대,미혼,미혼,사무/기술직,모름
53340321,20240617,대전시,모름,20240525,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,친지/친구/친척 만나기,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기타/무직,700만원 이상,20240617,모름,모름,모름,모름,모름,모름,모름,대전시,모름,4명,1박 2일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기타/무직,700만원 이상
53340576,20240617,대전시,모름,20240511,1박 2일,2명,배우자,,,,,,도시 경관 감상 (건축물/ 거리 등),M,50대,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만,20240617,10~20만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,3~5만원 미만,1만원 미만,1만원 미만,대전시,모름,2명,1박 2일,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만
53340715,20240617,경상북도,경주시,20240515,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,놀이/테마공원-온천 등 즐기기,M,50대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,300~500만원 미만,20240617,10~20만원 미만,7~10만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,경상북도,경주시,3명,1박 2일,M,50대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,300~500만원 미만
53340765,20240617,인천시,모름,20240413,1박 2일,2명,연인,,,,,,식도락 (지역 특색/제철 음식),F,30대,미혼,미혼,사무/기술직,300~500만원 미만,20240617,모름,모름,모름,모름,모름,모름,모름,인천시,모름,2명,1박 2일,F,30대,미혼,미혼,사무/기술직,300~500만원 미만
53340854,20240617,경기도,가평군,20240614,1박 2일,2명,배우자,,,,,,휴식,F,40대,기혼,신혼기(자녀 없음),사무/기술직,500~700만원 미만,20240617,10~20만원 미만,5~7만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1~3만원 미만,경기도,가평군,2명,1박 2일,F,40대,기혼,신혼기(자녀 없음),사무/기술직,500~700만원 미만
53340916,20240617,경기도,양평군,20240615,1박 2일,5명 이상,배우자,부모/형제/자녀 등 가족,,,,,휴식,F,30대,기혼,신혼기(자녀 없음),사무/기술직,300~500만원 미만,20240617,10만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,경기도,양평군,5명 이상,1박 2일,F,30대,기혼,신혼기(자녀 없음),사무/기술직,300~500만원 미만
53341097,20240617,강원도,속초시,20240512,1박 2일,2명,친구,,,,,,휴식,F,50대,미혼,미혼,기능/숙련/일반작업직,300~500만원 미만,20240617,20~30만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,속초시,2명,1박 2일,F,50대,미혼,미혼,기능/숙련/일반작업직,300~500만원 미만
53341137,20240617,강원도,속초시,20240529,2박 3일,3명,배우자,부모/형제/자녀 등 가족,,,,,식도락 (지역 특색/제철 음식),M,40대,기혼,신혼기(자녀 없음),사무/기술직,300~500만원 미만,20240617,20~30만원 미만,3~5만원 미만,10만원 이상,3~5만원 미만,5~7만원 미만,1만원 미만,1만원 미만,강원도,속초시,3명,2박 3일,M,40대,기혼,신혼기(자녀 없음),사무/기술직,300~500만원 미만
53341282,20240617,충청북도,단양군,20240427,1박 2일,모름,부모/형제/자녀 등 가족,,,,,,휴식,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,20240617,20~30만원 미만,3~5만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,10만원 이상,1만원 미만,충청북도,단양군,모름,1박 2일,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상
53341858,20240617,전라북도,남원시,20240525,1박 2일,2명,직장동료,,,,,,친지/친구/친척 만나기,F,20대,미혼,미혼,기능/숙련/일반작업직,300~500만원 미만,20240617,20~30만원 미만,1만원 미만,10만원 이상,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,전라북도,남원시,2명,1박 2일,F,20대,미혼,미혼,기능/숙련/일반작업직,300~500만원 미만
53342120,20240617,경상남도,고성군,20240322,2박 3일,3명,배우자,직장동료,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),전업주부,700만원 이상,20240617,20~30만원 미만,7~10만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1~3만원 미만,1만원 미만,경상남도,고성군,3명,2박 3일,F,50대,기혼,자녀 성인(막내 대학),전업주부,700만원 이상
53342511,20240617,충청북도,단양군,20240419,2박 3일,4명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),M,40대,미혼,미혼,자영업,700만원 이상,20240617,30~40만원 미만,10만원 이상,10만원 이상,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,충청북도,단양군,4명,2박 3일,M,40대,미혼,미혼,자영업,700만원 이상
53343133,20240617,경상남도,통영시,20240330,1박 2일,5명 이상,친구,,,,,,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 성장(막내 중고생),자영업,300~500만원 미만,20240617,10~20만원 미만,1~3만원 미만,10만원 이상,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,경상남도,통영시,5명 이상,1박 2일,F,50대,기혼,자녀 성장(막내 중고생),자영업,300~500만원 미만
53343143,20240617,경상북도,경주시,20240412,2박 3일,3명,부모/형제/자녀 등 가족,,,,,,역사-유적 감상 (유적지/ 박물관 등),F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,300~500만원 미만,20240617,30~40만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,경상북도,경주시,3명,2박 3일,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,300~500만원 미만
53343558,20240617,전라남도,순천시,20240518,1박 2일,4명,배우자,부모/형제/자녀 등 가족,,,,,놀이/테마공원-온천 등 즐기기,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만,20240617,20~30만원 미만,10만원 이상,1만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,3~5만원 미만,전라남도,순천시,4명,1박 2일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만
53343775,20240617,부산시,모름,20240301,2박 3일,2명,친구,,,,,,도시 경관 감상 (건축물/ 거리 등),F,40대,미혼,미혼,기타/무직,300~500만원 미만,20240617,30~40만원 미만,10만원 이상,7~10만원 미만,7~10만원 미만,1만원 미만,1만원 미만,1만원 미만,부산시,모름,2명,2박 3일,F,40대,미혼,미혼,기타/무직,300~500만원 미만
53343857,20240617,강원도,속초시,20240409,1박 2일,3명,배우자,부모/형제/자녀 등 가족,,,,,자연 풍경 감상 (산/ 바다 등),M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상,20240617,20~30만원 미만,5~7만원 미만,1만원 미만,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,강원도,속초시,3명,1박 2일,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53344101,20240617,제주도,서귀포시(시내동)/안덕면/애월읍/제주시(시내동),20240408,4박 5일,혼자서,혼자서,,,,,,휴식,M,30대,미혼,미혼,기능/숙련/일반작업직,모름,20240617,40만원 이상,10만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,제주도,서귀포시(시내동)/안덕면/애월읍/제주시(시내동),혼자서,4박 5일,M,30대,미혼,미혼,기능/숙련/일반작업직,모름
53344175,20240617,인천시,모름,20240315,2박 3일,혼자서,혼자서,,,,,,친지/친구/친척 만나기,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,20240617,30~40만원 미만,7~10만원 미만,7~10만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,인천시,모름,혼자서,2박 3일,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만
53344211,20240617,대구시,모름,20240420,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,휴식,M,30대,미혼,미혼,기타/무직,500~700만원 미만,20240617,10~20만원 미만,1만원 미만,5~7만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,1만원 미만,대구시,모름,4명,1박 2일,M,30대,미혼,미혼,기타/무직,500~700만원 미만
53344218,20240617,제주도,구좌읍/남원읍/서귀포시(시내동)/성산읍/안덕면/애월읍/제주시(시내동)/표선면,20240426,3박 4일,5명 이상,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),M,40대,미혼,미혼,사무/기술직,300~500만원 미만,20240617,모름,모름,모름,모름,모름,모름,모름,제주도,구좌읍/남원읍/서귀포시(시내동)/성산읍/안덕면/애월읍/제주시(시내동)/표선면,5명 이상,3박 4일,M,40대,미혼,미혼,사무/기술직,300~500만원 미만
53344301,20240617,경상북도,경주시,20240314,1박 2일,3명,직장동료,,,,,,도시 경관 감상 (건축물/ 거리 등),M,30대,미혼,미혼,사무/기술직,300~500만원 미만,20240617,20~30만원 미만,3~5만원 미만,7~10만원 미만,5~7만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,경상북도,경주시,3명,1박 2일,M,30대,미혼,미혼,사무/기술직,300~500만원 미만
53344308,20240617,경상남도,진주시,20240518,1박 2일,2명,배우자,,,,,,친지/친구/친척 만나기,F,30대,기혼,신혼기(자녀 없음),사무/기술직,300만원 미만,20240617,모름,모름,모름,모름,모름,모름,모름,경상남도,진주시,2명,1박 2일,F,30대,기혼,신혼기(자녀 없음),사무/기술직,300만원 미만
53344839,20240617,제주도,서귀포시(시내동)/성산읍/제주시(시내동)/표선면,20240512,2박 3일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성장(막내 중고생),판매/서비스직,700만원 이상,20240617,40만원 이상,5~7만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,제주도,서귀포시(시내동)/성산읍/제주시(시내동)/표선면,2명,2박 3일,F,50대,기혼,자녀 성장(막내 중고생),판매/서비스직,700만원 이상
53344909,20240617,경상남도,김해시,20240525,1박 2일,5명 이상,친구,,,,,,친지/친구/친척 만나기,M,30대,미혼,미혼,기능/숙련/일반작업직,300~500만원 미만,20240617,10~20만원 미만,10만원 이상,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,경상남도,김해시,5명 이상,1박 2일,M,30대,미혼,미혼,기능/숙련/일반작업직,300~500만원 미만
53344979,20240617,경상남도,사천시,20240524,1박 2일,3명,배우자,부모/형제/자녀 등 가족,,,,,식도락 (지역 특색/제철 음식),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만,20240617,10만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,경상남도,사천시,3명,1박 2일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만
53345019,20240617,전라남도,목포시/신안군,20240419,2박 3일,4명,배우자,친구,,,,,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상,20240617,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,10만원 이상,1만원 미만,전라남도,목포시/신안군,4명,2박 3일,F,50대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상
53345056,20240617,충청북도,청주시,20240503,2박 3일,3명,부모/형제/자녀 등 가족,,,,,,역사-유적 감상 (유적지/ 박물관 등),F,20대,미혼,미혼,사무/기술직,700만원 이상,20240617,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,충청북도,청주시,3명,2박 3일,F,20대,미혼,미혼,사무/기술직,700만원 이상
53345273,20240617,부산시,모름,20240518,1박 2일,혼자서,혼자서,,,,,,식도락 (지역 특색/제철 음식),M,40대,미혼,미혼,자영업,300만원 미만,20240617,20~30만원 미만,1만원 미만,10만원 이상,1~3만원 미만,1만원 미만,3~5만원 미만,1만원 미만,부산시,모름,혼자서,1박 2일,M,40대,미혼,미혼,자영업,300만원 미만
53345610,20240617,부산시,모름,20240511,1박 2일,3명,배우자,부모/형제/자녀 등 가족,,,,,식도락 (지역 특색/제철 음식),F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,700만원 이상,20240617,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,부산시,모름,3명,1박 2일,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,700만원 이상
53345865,20240617,경상남도,함양군,20240603,1박 2일,5명 이상,배우자,직장동료,,,,,역사-유적 감상 (유적지/ 박물관 등),M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,300~500만원 미만,20240617,10만원 미만,1만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,경상남도,함양군,5명 이상,1박 2일,M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,300~500만원 미만
53346140,20240617,강원도,양양군,20240509,3박 4일,4명,배우자,부모/형제/자녀 등 가족,,,,,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성장(막내 중고생),경영/관리/전문직,700만원 이상,20240617,20~30만원 미만,10만원 이상,7~10만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,강원도,양양군,4명,3박 4일,M,50대,기혼,자녀 성장(막내 중고생),경영/관리/전문직,700만원 이상
53346170,20240617,경상북도,문경시,20240601,1박 2일,5명 이상,친구,,,,,,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만,20240617,10~20만원 미만,5~7만원 미만,7~10만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,경상북도,문경시,5명 이상,1박 2일,F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만
53346198,20240617,충청남도,천안시,20240307,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,300~500만원 미만,20240617,10~20만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,충청남도,천안시,3명,1박 2일,M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,300~500만원 미만
53346408,20240617,충청북도,충주시(구 청원군 포함),20240525,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,친지/친구/친척 만나기,M,20대,미혼,미혼,대학/대학원생,모름,20240617,모름,모름,모름,모름,모름,모름,모름,충청북도,충주시(구 청원군 포함),4명,1박 2일,M,20대,미혼,미혼,대학/대학원생,모름
53346599,20240617,경상북도,포항시,20240322,2박 3일,3명,직장동료,,,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상,20240617,30~40만원 미만,7~10만원 미만,1~3만원 미만,5~7만원 미만,1만원 미만,10만원 이상,1만원 미만,경상북도,포항시,3명,2박 3일,M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상
53346859,20240617,제주도,구좌읍/성산읍/우도면,20240309,3박 4일,2명,연인,,,,,,휴식,F,20대,미혼,미혼,사무/기술직,500~700만원 미만,20240617,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,7~10만원 미만,1만원 미만,제주도,구좌읍/성산읍/우도면,2명,3박 4일,F,20대,미혼,미혼,사무/기술직,500~700만원 미만
53347300,20240617,제주도,서귀포시(시내동)/조천읍,20240406,2박 3일,모름,배우자,친구,,,,,놀이/테마공원-온천 등 즐기기,M,50대,기혼,자녀 성장(막내 중고생),경영/관리/전문직,700만원 이상,20240617,40만원 이상,5~7만원 미만,10만원 이상,10만원 이상,3~5만원 미만,5~7만원 미만,1만원 미만,제주도,서귀포시(시내동)/조천읍,모름,2박 3일,M,50대,기혼,자녀 성장(막내 중고생),경영/관리/전문직,700만원 이상
53347307,20240617,경기도,하남시,20240511,1박 2일,3명,친구,,,,,,휴식,M,40대,미혼,미혼,기타/무직,300~500만원 미만,20240617,10만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,경기도,하남시,3명,1박 2일,M,40대,미혼,미혼,기타/무직,300~500만원 미만
53347923,20240617,경기도,양평군,20240514,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,친지/친구/친척 만나기,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,모름,20240617,10만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,경기도,양평군,4명,1박 2일,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,모름
53347937,20240617,경상북도,경주시,20240503,2박 3일,2명,배우자,,,,,,역사-유적 감상 (유적지/ 박물관 등),F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,500~700만원 미만,20240617,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,5~7만원 미만,5~7만원 미만,경상북도,경주시,2명,2박 3일,F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,500~700만원 미만
53348017,20240617,강원도,강릉시/속초시,20240314,2박 3일,4명,직장동료,,,,,,휴식,M,30대,미혼,미혼,자영업,500~700만원 미만,20240617,20~30만원 미만,5~7만원 미만,7~10만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,7~10만원 미만,강원도,강릉시/속초시,4명,2박 3일,M,30대,미혼,미혼,자영업,500~700만원 미만
53348029,20240617,전라남도,광양시/순천시/여수시,20240608,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,놀이/테마공원-온천 등 즐기기,F,30대,기타,자녀 유아&성장(막내 입학전~초등생),전업주부,300만원 미만,20240617,10~20만원 미만,1만원 미만,5~7만원 미만,1만원 미만,1만원 미만,3~5만원 미만,1만원 미만,전라남도,광양시/순천시/여수시,3명,1박 2일,F,30대,기타,자녀 유아&성장(막내 입학전~초등생),전업주부,300만원 미만
53348556,20240617,경기도,용인시/포천시,20240501,2박 3일,5명 이상,배우자,부모/형제/자녀 등 가족,,,,,자연 풍경 감상 (산/ 바다 등),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만,20240617,10~20만원 미만,1~3만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,경기도,용인시/포천시,5명 이상,2박 3일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만
53348643,20240617,경상북도,포항시,20240505,1박 2일,5명 이상,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,500~700만원 미만,20240617,모름,모름,모름,모름,모름,모름,모름,경상북도,포항시,5명 이상,1박 2일,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,500~700만원 미만
53348743,20240617,서울시,모름,20240503,2박 3일,4명,친구,,,,,,친지/친구/친척 만나기,F,30대,미혼,미혼,경영/관리/전문직,모름,20240617,모름,모름,모름,모름,모름,모름,모름,서울시,모름,4명,2박 3일,F,30대,미혼,미혼,경영/관리/전문직,모름
53349173,20240617,서울시,모름,20240614,1박 2일,혼자서,혼자서,,,,,,친지/친구/친척 만나기,F,30대,미혼,미혼,사무/기술직,300~500만원 미만,20240617,모름,모름,모름,모름,모름,모름,모름,서울시,모름,혼자서,1박 2일,F,30대,미혼,미혼,사무/기술직,300~500만원 미만
53349315,20240617,전라남도,순천시/여수시,20240425,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 유아&성장(막내 입학전~초등생),경영/관리/전문직,300~500만원 미만,20240617,10~20만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,전라남도,순천시/여수시,4명,1박 2일,M,50대,기혼,자녀 유아&성장(막내 입학전~초등생),경영/관리/전문직,300~500만원 미만
53349456,20240617,대전시,모름,20240504,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),F,40대,기혼,자녀 성장(막내 중고생),전업주부,500~700만원 미만,20240617,10~20만원 미만,1만원 미만,1만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,1만원 미만,대전시,모름,3명,1박 2일,F,40대,기혼,자녀 성장(막내 중고생),전업주부,500~700만원 미만
53349899,20240617,인천시,모름,20240524,1박 2일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,300~500만원 미만,20240617,10~20만원 미만,1만원 미만,10만원 이상,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,인천시,모름,2명,1박 2일,F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,300~500만원 미만
53350089,20240617,강원도,철원군,20240514,1박 2일,모름,친구,,,,,,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,300만원 미만,20240617,10~20만원 미만,1~3만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,3~5만원 미만,강원도,철원군,모름,1박 2일,F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,300만원 미만
53350124,20240617,전라남도,고흥군/광양시/구례군,20240512,1박 2일,5명 이상,부모/형제/자녀 등 가족,,,,,,휴식,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,500~700만원 미만,20240617,10~20만원 미만,5~7만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,전라남도,고흥군/광양시/구례군,5명 이상,1박 2일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,500~700만원 미만
53350228,20240617,대구시,모름,20240605,1박 2일,2명,연인,,,,,,축제-행사 참여,F,20대,미혼,미혼,기타/무직,700만원 이상,20240617,10만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,대구시,모름,2명,1박 2일,F,20대,미혼,미혼,기타/무직,700만원 이상
53350386,20240617,대구시,모름,20240302,1박 2일,2명,배우자,,,,,,문화-예술 즐기기 (미술관/ 공연 등),M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상,20240617,30~40만원 미만,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,대구시,모름,2명,1박 2일,M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상
53350538,20240617,경상남도,함안군,20240517,1박 2일,5명 이상,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),M,50대,기혼,자녀 성장(막내 중고생),판매/서비스직,300~500만원 미만,20240617,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1~3만원 미만,경상남도,함안군,5명 이상,1박 2일,M,50대,기혼,자녀 성장(막내 중고생),판매/서비스직,300~500만원 미만
