RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_BEGIN_DE,TOUR_PD_VALUE,TOUR_COM_NMPR_NM,COM_ONE_TY,TOUR_PURPS_NM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TOUR_TOT_CT_VALUE_NUM,TOUR_LDGMNT_CT_VALUE_NUM,TOUR_FOOD_CT_VALUE_NUM,TOUR_TRNSPORT_CT_VALUE_NUM,TOUR_SHOPNG_CT_VALUE_NUM,TOUR_ACTVTY_CT_VALUE_NUM,TOUR_ETC_CT_VALUE_NUM,TOUR_PD_VALUE_NUM,TOUR_COM_NMPR_NM_NUM,TRAVEL_MONTH,IS_PEAK_SEASON,TOTAL_EXP_ESTIMATED,TRAVEL_STYLE_GROUP
53370321,20250818,강원도,삼척시,20250816,1박 2일,2명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,40대,기혼,자녀 성장(막내 중고생),기타/무직,모름,10만원 미만,1만원 미만,1~3만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,5.0,0.5,2.0,6.0,0.5,0.5,0.5,2.0,2.0,8,True,10.0,소규모동반
53370329,20250922,제주도,제주시(시내동),20250815,6박 7일 이상,2명,연인,도시 경관 감상 (건축물/ 거리 등),F,20대,미혼,미혼,기타/무직,모름,20~30만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,10만원 이상,1~3만원 미만,25.0,2.0,2.0,2.0,2.0,11.5,2.0,7.0,2.0,8,True,21.5,소규모동반
53370331,20250310,강원도,정선군,20250218,4박 5일,4명,배우자,자연 풍경 감상 (산/ 바다 등),F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,15.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,4.0,2,False,16.0,단체동반
53370331,20250609,충청남도,보령시,20250321,2박 3일,4명,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,4.0,3,False,0.0,단체동반
53370331,20250908,강원도,속초시,20250825,5박 6일,5명 이상,배우자,자연 풍경 감상 (산/ 바다 등),F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,15.0,4.0,4.0,2.0,2.0,2.0,0.5,6.0,5.0,8,True,14.5,단체동반
53370333,20250519,제주도,안덕면/애월읍/조천읍,20250219,3박 4일,2명,배우자,휴식,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,10만원 이상,3~5만원 미만,1~3만원 미만,45.0,11.5,11.5,6.0,11.5,4.0,2.0,4.0,2.0,2,False,46.5,소규모동반
53370333,20250811,충청남도,보령시,20250522,6박 7일 이상,2명,배우자,휴식,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,20~30만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,25.0,6.0,11.5,6.0,0.5,0.5,0.5,7.0,2.0,5,True,25.0,소규모동반
53370333,20251103,충청남도,보령시,20250821,2박 3일,2명,배우자,놀이/테마공원-온천 등 즐기기,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,10~20만원 미만,7~10만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,8.5,6.0,2.0,0.5,0.5,0.5,3.0,2.0,8,True,18.0,소규모동반
53370336,20251117,경기도,연천군,20251108,1박 2일,5명 이상,부모/형제/자녀 등 가족,친지/친구/친척 만나기,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,10만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,5.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,5.0,11,False,7.5,단체동반
53370337,20250324,전라북도,군산시/완주군/전주시,20250130,1박 2일,4명,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),M,60대 이상,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상,10~20만원 미만,7~10만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,8.5,4.0,4.0,0.5,0.5,0.5,2.0,4.0,1,False,18.0,단체동반
53370337,20250922,제주도,제주시(시내동),20250809,2박 3일,3명,배우자,문화-예술 즐기기 (미술관/ 공연 등),M,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,3.0,8,True,0.0,소규모동반
53370337,20251201,제주도,남원읍/성산읍/제주시(시내동)/표선면,20251130,2박 3일,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,40만원 이상,10만원 이상,3~5만원 미만,1~3만원 미만,10만원 이상,1~3만원 미만,1만원 미만,45.0,11.5,4.0,2.0,11.5,2.0,0.5,3.0,2.0,11,False,31.5,소규모동반
53370373,20250623,경상남도,양산시,20250530,1박 2일,3명,친구,역사-유적 감상 (유적지/ 박물관 등),F,50대,기혼,자녀 성인(막내 대학),사무/기술직,300~500만원 미만,10~20만원 미만,7~10만원 미만,3~5만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,8.5,4.0,6.0,0.5,0.5,0.5,2.0,3.0,5,True,20.0,소규모동반
53370386,20250303,전라남도,목포시/신안군,20250202,2박 3일,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,700만원 이상,10~20만원 미만,3~5만원 미만,7~10만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,4.0,8.5,6.0,0.5,0.5,0.5,3.0,2.0,2,False,20.0,소규모동반
53370397,20250901,강원도,속초시,20250606,2박 3일,2명,배우자,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성인(막내 대학),자영업,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,2.0,6,True,0.0,소규모동반
53370400,20250519,강원도,동해시,20250222,1박 2일,4명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),F,40대,기혼,자녀 성장(막내 중고생),전업주부,500~700만원 미만,10~20만원 미만,5~7만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,15.0,6.0,6.0,4.0,0.5,2.0,2.0,2.0,4.0,2,False,20.5,단체동반
53370400,20250804,경상남도,창원시,20250510,1박 2일,4명,부모/형제/자녀 등 가족,친지/친구/친척 만나기,F,40대,기혼,자녀 성장(막내 중고생),전업주부,모름,10~20만원 미만,1만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,0.5,8.5,4.0,0.5,0.5,0.5,2.0,4.0,5,True,14.5,단체동반
53370400,20251124,강원도,강릉시,20250809,1박 2일,4명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),F,40대,기혼,자녀 성장(막내 중고생),전업주부,500~700만원 미만,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,15.0,4.0,4.0,2.0,0.5,2.0,0.5,2.0,4.0,8,True,13.0,단체동반
53370402,20250526,충청남도,보령시/태안군,20250510,1박 2일,5명 이상,배우자,식도락 (지역 특색/제철 음식),M,50대,기혼,자녀 성인(막내 대학),자영업,500~700만원 미만,20~30만원 미만,5~7만원 미만,7~10만원 미만,5~7만원 미만,1만원 미만,1~3만원 미만,1만원 미만,25.0,6.0,8.5,6.0,0.5,2.0,0.5,2.0,5.0,5,True,23.5,단체동반
53370405,20250901,강원도,정선군,20250829,2박 3일,4명,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,10만원 이상,1만원 미만,45.0,11.5,11.5,6.0,0.5,11.5,0.5,3.0,4.0,8,True,41.5,단체동반
53370412,20250512,광주시,모름,20250501,1박 2일,2명,부모/형제/자녀 등 가족,기타,F,20대,미혼,미혼,판매/서비스직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,2.0,5,True,0.0,소규모동반
53370419,20250331,경기도,수원시,20250205,5박 6일,2명,배우자,역사-유적 감상 (유적지/ 박물관 등),M,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,300~500만원 미만,40만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,45.0,11.5,11.5,11.5,11.5,0.5,0.5,6.0,2.0,2,False,47.0,소규모동반
53370419,20250602,서울시,모름,20250318,6박 7일 이상,2명,배우자,문화-예술 즐기기 (미술관/ 공연 등),M,60대 이상,기혼,자녀 성인(막내 대학),경영/관리/전문직,700만원 이상,40만원 이상,1만원 미만,10만원 이상,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,45.0,0.5,11.5,6.0,11.5,0.5,0.5,7.0,2.0,3,False,30.5,소규모동반
53370424,20250310,경기도,가평군,20250301,1박 2일,5명 이상,배우자,식도락 (지역 특색/제철 음식),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,10만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,5.0,2.0,4.0,2.0,0.5,2.0,0.5,2.0,5.0,3,False,11.0,단체동반
53370424,20250616,충청북도,보은군,20250531,1박 2일,5명 이상,배우자,친지/친구/친척 만나기,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,10만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,5.0,0.5,2.0,2.0,0.5,2.0,0.5,2.0,5.0,5,True,7.5,단체동반
53370430,20251201,부산시,모름,20251129,1박 2일,2명,부모/형제/자녀 등 가족,친지/친구/친척 만나기,F,50대,기혼,자녀 성장(막내 중고생),전업주부,300만원 미만,10~20만원 미만,1만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,0.5,11.5,6.0,0.5,0.5,0.5,2.0,2.0,11,False,19.5,소규모동반
53370432,20250324,부산시,모름,20250221,2박 3일,4명,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,M,50대,미혼,미혼,사무/기술직,500~700만원 미만,10~20만원 미만,1~3만원 미만,5~7만원 미만,7~10만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,2.0,6.0,8.5,0.5,0.5,0.5,3.0,4.0,2,False,18.0,단체동반
53370437,20250317,서울시,모름,20250220,3박 4일,5명 이상,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),자영업,700만원 이상,30~40만원 미만,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,5~7만원 미만,1만원 미만,35.0,11.5,11.5,6.0,0.5,6.0,0.5,4.0,5.0,2,False,36.0,단체동반
53370437,20250616,경상북도,울릉군,20250306,3박 4일,4명,연인,식도락 (지역 특색/제철 음식),F,30대,미혼,미혼,자영업,700만원 이상,40만원 이상,10만원 이상,10만원 이상,10만원 이상,5~7만원 미만,3~5만원 미만,1만원 미만,45.0,11.5,11.5,11.5,6.0,4.0,0.5,4.0,4.0,3,False,45.0,단체동반
53370437,20250915,부산시,모름,20250712,1박 2일,5명 이상,부모/형제/자녀 등 가족,친지/친구/친척 만나기,F,30대,미혼,미혼,자영업,700만원 이상,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,5.0,7,True,0.0,단체동반
53370440,20250728,서울시,모름,20250711,1박 2일,3명,부모/형제/자녀 등 가족,역사-유적 감상 (유적지/ 박물관 등),F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300만원 미만,10~20만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,15.0,0.5,4.0,2.0,4.0,2.0,0.5,2.0,3.0,7,True,13.0,소규모동반
53370451,20251124,충청북도,충주시(구 청원군 포함),20250815,1박 2일,2명,배우자,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,500~700만원 미만,20~30만원 미만,1만원 미만,10만원 이상,1만원 미만,5~7만원 미만,1만원 미만,1만원 미만,25.0,0.5,11.5,0.5,6.0,0.5,0.5,2.0,2.0,8,True,19.5,소규모동반
53370464,20251013,서울시,모름,20250914,2박 3일,4명,친구,친지/친구/친척 만나기,F,50대,미혼,미혼,자영업,모름,30~40만원 미만,1만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,35.0,0.5,11.5,11.5,0.5,0.5,0.5,3.0,4.0,9,True,25.0,단체동반
53370468,20251013,경기도,양평군,20251004,2박 3일,3명,부모/형제/자녀 등 가족,휴식,F,20대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,700만원 이상,30~40만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,35.0,11.5,6.0,6.0,0.5,0.5,0.5,3.0,3.0,10,False,25.0,소규모동반
53370479,20250505,강원도,강릉시,20250213,1박 2일,2명,배우자,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 독립(막내 결혼),전업주부,500~700만원 미만,20~30만원 미만,5~7만원 미만,10만원 이상,1만원 미만,10만원 이상,1만원 미만,1만원 미만,25.0,6.0,11.5,0.5,11.5,0.5,0.5,2.0,2.0,2,False,30.5,소규모동반
53370479,20251110,인천시,모름,20250806,2박 3일,모름,해당없음,역사-유적 감상 (유적지/ 박물관 등),F,50대,기혼,자녀 독립(막내 결혼),전업주부,500~700만원 미만,20~30만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,25.0,6.0,6.0,0.5,6.0,6.0,0.5,3.0,,8,True,25.0,
53370483,20250526,제주도,서귀포시(시내동),20250428,2박 3일,2명,연인,식도락 (지역 특색/제철 음식),F,20대,미혼,미혼,자영업,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,2.0,4,False,0.0,소규모동반
53370484,20250421,충청북도,제천시,20250412,1박 2일,모름,친구,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,500~700만원 미만,20~30만원 미만,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,25.0,6.0,11.5,0.5,0.5,2.0,2.0,2.0,,4,False,22.5,
53370506,20250623,경상북도,영주시,20250503,2박 3일,5명 이상,부모/형제/자녀 등 가족,역사-유적 감상 (유적지/ 박물관 등),M,40대,기혼,자녀 성장(막내 중고생),사무/기술직,500~700만원 미만,10~20만원 미만,1만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,15.0,0.5,6.0,2.0,2.0,2.0,0.5,3.0,5.0,5,True,13.0,단체동반
53370506,20251027,광주시,모름,20250725,2박 3일,4명,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),M,40대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상,10~20만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,15.0,6.0,6.0,0.5,2.0,2.0,0.5,3.0,4.0,7,True,17.0,단체동반
53370508,20250526,제주도,애월읍,20250403,3박 4일,2명,연인,식도락 (지역 특색/제철 음식),M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),경영/관리/전문직,모름,40만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,45.0,11.5,11.5,11.5,11.5,11.5,11.5,4.0,2.0,4,False,69.0,소규모동반
53370508,20250922,제주도,표선면,20250814,4박 5일,4명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,40대,기혼,자녀 성장(막내 중고생),경영/관리/전문직,700만원 이상,40만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,45.0,11.5,11.5,11.5,11.5,11.5,0.5,5.0,4.0,8,True,58.0,단체동반
53370508,20251201,제주도,서귀포시(시내동),20251103,5박 6일,5명 이상,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),M,30대,기혼,자녀 성장(막내 중고생),경영/관리/전문직,700만원 이상,40만원 이상,10만원 이상,10만원 이상,10만원 이상,5~7만원 미만,10만원 이상,10만원 이상,45.0,11.5,11.5,11.5,6.0,11.5,11.5,6.0,5.0,11,False,63.5,단체동반
53370518,20251222,강원도,강릉시,20251207,1박 2일,혼자서,혼자서,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성인(막내 대학),경영/관리/전문직,500~700만원 미만,20~30만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,25.0,11.5,6.0,0.5,0.5,0.5,0.5,2.0,1.0,12,False,19.5,혼자여행
53370520,20250414,경상북도,경주시,20250329,1박 2일,3명,배우자,축제-행사 참여,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,20~30만원 미만,7~10만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,5~7만원 미만,1만원 미만,25.0,8.5,4.0,4.0,0.5,6.0,0.5,2.0,3.0,3,False,23.5,소규모동반
53370542,20250602,대구시,모름,20250505,1박 2일,2명,연인,친지/친구/친척 만나기,M,30대,미혼,미혼,사무/기술직,300~500만원 미만,20~30만원 미만,10만원 이상,7~10만원 미만,1만원 미만,1~3만원 미만,1만원 미만,1만원 미만,25.0,11.5,8.5,0.5,2.0,0.5,0.5,2.0,2.0,5,True,23.5,소규모동반
53370542,20250908,서울시,모름,20250903,1박 2일,2명,부모/형제/자녀 등 가족,친지/친구/친척 만나기,M,30대,미혼,미혼,사무/기술직,모름,10~20만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,6.0,4.0,2.0,0.5,0.5,0.5,2.0,2.0,9,True,13.5,소규모동반
53370542,20251215,충청북도,충주시(구 청원군 포함),20251117,3박 4일,2명,연인,친지/친구/친척 만나기,M,30대,미혼,미혼,사무/기술직,300~500만원 미만,10~20만원 미만,1만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1~3만원 미만,15.0,0.5,8.5,2.0,0.5,0.5,2.0,4.0,2.0,11,False,14.0,소규모동반
53370547,20250414,강원도,강릉시/속초시/춘천시,20250221,2박 3일,5명 이상,배우자,식도락 (지역 특색/제철 음식),F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),판매/서비스직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,5.0,2,False,0.0,단체동반
53370550,20251222,경상북도,청송군,20251206,1박 2일,5명 이상,배우자,놀이/테마공원-온천 등 즐기기,F,50대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만,20~30만원 미만,7~10만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,25.0,8.5,6.0,2.0,2.0,2.0,2.0,2.0,5.0,12,False,22.5,단체동반
53370552,20250609,전라남도,여수시,20250505,1박 2일,5명 이상,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 성인(막내 대학),사무/기술직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,5.0,5,True,0.0,단체동반
53370557,20250407,강원도,홍천군,20250221,2박 3일,3명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 성인(막내 대학),자영업,700만원 이상,10~20만원 미만,7~10만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,8.5,4.0,4.0,0.5,0.5,0.5,3.0,3.0,2,False,18.0,소규모동반
53370557,20250915,경기도,양평군,20250808,1박 2일,4명,부모/형제/자녀 등 가족,휴식,M,60대 이상,기혼,자녀 성인(막내 대학),자영업,700만원 이상,10~20만원 미만,10만원 이상,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,11.5,4.0,2.0,0.5,0.5,0.5,2.0,4.0,8,True,19.0,단체동반
53370571,20250616,제주도,구체적인 지역 모름,20250303,3박 4일,4명,배우자,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),전업주부,700만원 이상,30~40만원 미만,1~3만원 미만,10만원 이상,10만원 이상,1만원 미만,3~5만원 미만,1~3만원 미만,35.0,2.0,11.5,11.5,0.5,4.0,2.0,4.0,4.0,3,False,31.5,단체동반
53370571,20250929,제주도,서귀포시(시내동)/조천읍,20250616,3박 4일,4명,배우자,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),전업주부,700만원 이상,30~40만원 미만,1~3만원 미만,10만원 이상,10만원 이상,3~5만원 미만,1~3만원 미만,1만원 미만,35.0,2.0,11.5,11.5,4.0,2.0,0.5,4.0,4.0,6,True,31.5,단체동반
53370574,20250303,강원도,강릉시,20250223,1박 2일,3명,배우자,자연 풍경 감상 (산/ 바다 등),F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,500~700만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,3.0,2,False,0.0,소규모동반
53370574,20250630,전라북도,전주시,20250324,4박 5일,3명,배우자,친지/친구/친척 만나기,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,500~700만원 미만,20~30만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,5~7만원 미만,25.0,6.0,6.0,6.0,0.5,0.5,6.0,5.0,3.0,3,False,25.0,소규모동반
53370574,20250908,강원도,속초시,20250613,2박 3일,3명,배우자,자연 풍경 감상 (산/ 바다 등),F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,500~700만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,3.0,6,True,0.0,소규모동반
53370574,20251229,경기도,가평군,20251003,6박 7일 이상,3명,배우자,놀이/테마공원-온천 등 즐기기,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,500~700만원 미만,30~40만원 미만,10만원 이상,10만원 이상,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,35.0,11.5,11.5,4.0,0.5,2.0,0.5,7.0,3.0,10,False,30.0,소규모동반
53370578,20250908,인천시,모름,20250817,1박 2일,4명,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,4.0,8,True,0.0,단체동반
53370578,20251201,경기도,김포시,20251107,1박 2일,4명,배우자,친지/친구/친척 만나기,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,모름,10~20만원 미만,5~7만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,15.0,6.0,8.5,2.0,0.5,2.0,0.5,2.0,4.0,11,False,19.5,단체동반
53370579,20250331,서울시,모름,20250208,2박 3일,3명,부모/형제/자녀 등 가족,친지/친구/친척 만나기,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,20~30만원 미만,1만원 미만,5~7만원 미만,10만원 이상,3~5만원 미만,1~3만원 미만,1만원 미만,25.0,0.5,6.0,11.5,4.0,2.0,0.5,3.0,3.0,2,False,24.5,소규모동반
53370579,20250728,서울시,모름,20250508,3박 4일,2명,부모/형제/자녀 등 가족,친지/친구/친척 만나기,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상,20~30만원 미만,5~7만원 미만,5~7만원 미만,3~5만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,25.0,6.0,6.0,4.0,8.5,2.0,0.5,4.0,2.0,5,True,27.0,소규모동반
53370579,20251117,전라남도,여수시,20250829,2박 3일,4명,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,20~30만원 미만,10만원 이상,7~10만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,25.0,11.5,8.5,2.0,0.5,0.5,0.5,3.0,4.0,8,True,23.5,단체동반
53370588,20250922,강원도,강릉시,20250908,2박 3일,2명,배우자,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,700만원 이상,10~20만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,15.0,2.0,4.0,2.0,2.0,0.5,2.0,3.0,2.0,9,True,12.5,소규모동반
53370607,20250915,경상북도,경주시,20250830,1박 2일,5명 이상,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),F,20대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,모름,10~20만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,3~5만원 미만,1만원 미만,15.0,6.0,6.0,2.0,0.5,4.0,0.5,2.0,5.0,8,True,19.0,단체동반
53370631,20250407,강원도,강릉시/평창군,20250114,2박 3일,2명,배우자,휴식,M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,500~700만원 미만,20~30만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,25.0,6.0,11.5,6.0,0.5,0.5,0.5,3.0,2.0,1,False,25.0,소규모동반
53370631,20250728,제주도,제주시(시내동),20250415,3박 4일,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,300~500만원 미만,20~30만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,5~7만원 미만,1만원 미만,25.0,11.5,6.0,6.0,0.5,6.0,0.5,4.0,2.0,4,False,30.5,소규모동반
53370632,20250630,경상남도,남해군,20250503,2박 3일,모름,배우자,친지/친구/친척 만나기,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,300~500만원 미만,10~20만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,15.0,6.0,2.0,2.0,2.0,2.0,0.5,3.0,,5,True,14.5,
53370632,20251020,전라남도,목포시,20250906,2박 3일,4명,배우자,휴식,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,300~500만원 미만,10~20만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,15.0,0.5,4.0,2.0,6.0,6.0,0.5,3.0,4.0,9,True,19.0,단체동반
